platform_id,rank,rank_delta,puu_id,summoner_name,riot_id_name,riot_id_tag_line,tier,lp,win_cnt,loss_cnt,win_rate,level,icon_id,pro_streamer,name,team_as,most_role,most_champion,rest_cnt,ai_score_avg,winning
NA1,10,-1,YOXqJy1agmGvQ12HnCIkfv5HeCQQCL8zdBmRkALgQBhcEttUjgjAWknSNLQBeZDJeREtjvA84Fn97A,Endorfin,Kelpo,0001,CHALLENGER,1293,156,99,0.612,490,25,,,,Middle,"['166', '157', '136', '777', '16']",1,0.0,1
NA1,8,0,s5gp-1ZrZKQctmJtWbKbGtvZAtVGssmPReWyMOGVjOb-wvh6LK310ZpAaUnFAQ_F4j6CRDTDdkissg,T0mio,T0mio,NA1,CHALLENGER,1320,160,113,0.586,520,4379,pro,Tomio,SR,Jungle,"['106', '64', '254', '234', '163']",1,0.0,5
NA1,61,1,rpVg_pCinZa0UX6HD81kUFAM8JGG7mlAWAHSCs08P5D92Ujrcqhn6KzDSceWkge6EFXuCcTMaKgcZg,Breezyyy,Breezyyy,NA1,CHALLENGER,1001,306,263,0.538,1068,5542,pro,Breezy,AOE,Supporter,"['12', '111', '497', '22', '235']",1,0.0,3
NA1,33,-11,Ugs7YPuUaLDOE8sTs0DQfWuvs4sRQw50GIlDtj3Wb9zw7CnTuHh0mRMAkU1IugTr8Q3WQKjaOVZa3g,Not Cupic,Cupic,Hwei,CHALLENGER,1095,133,82,0.619,294,4083,Streamer,Cupic,,Middle,"['147', '99', '910', '901', '43']",1,0.0,-1
NA1,29,3,3IwHOKSvi1Gpi_nJfLz7r_uyMN5gZxVJlBj7O18knvVJynMxo1wYowy_yTS_BEDqaUWPvJAMAb3MMg,ToastyAlex,ToastyAlex,NA1,CHALLENGER,1114,147,100,0.595,783,539,,,,Middle,"['901', '145', '103', '517', '43']",1,0.0,6
NA1,26,2,c4ObHVqzqtinVZwuqLd4Jkx1Nr6GGD_xp2Fv-wEAS_epP3_8IZIWm54L-nLrkAuEsumF0aPaHAbH5Q,kisno,kisno,NA1,CHALLENGER,1131,247,199,0.554,526,6555,,,,Jungle,"['234', '5', '203', '62', '157']",1,0.0,1
NA1,62,4,3fYgRJloiQq9vNKpfrXL4iG_LeYWFaIsyyEAm39oo_d_Z8Dm4aGZ101hrP9YMZUI0IbLjdDa9Q7agg,Eren Jáger,eto,Stk,CHALLENGER,1000,106,54,0.662,65,1588,,,,Jungle,"['107', '30', '28', '102', '9']",1,0.0,2
NA1,56,-2,CHd0tsJwUWG6HJ2G28_S43wfzuhlfr8v9AHqV-iGJsy03fvIP5-G3LC6NS2ItoSXYnWhQ5PuT6cCGQ,Messarizz,Messages,Rizz,CHALLENGER,1024,190,150,0.559,612,6498,,,,Middle,"['711', '901', '45', '96', '103']",1,0.0,-1
NA1,72,2,8AxycOfnJnkrsBY8R7EhpQlLdtE_NO8nNmntCot3FixSUoYfneIW6Xw8eVUZNarzTyuvpSe2TQzGgg,huhi,huhi,0246,CHALLENGER,949,158,110,0.59,523,3591,pro,huhi,NRG,Bot,"['145', '235', '53', '901', '234']",1,0.0,2
NA1,73,52,lUlzPvPyQj6-FcQ1yojMQjQeR6cn-zmL-5PUgnjr1sM8am6CTjQoi6XWrxAN7jx6ByntvtgUZi2OTA,PantsAreFacebook,PantsAreYouTube,na2,CHALLENGER,948,265,222,0.544,320,3440,,,,Bot,"['106', '40', '62', '147', '235']",1,0.0,-2
NA1,24,2,QOT0olH6DTc1js6kLp1eiA6Zuqijc-eQz2X5Ffg_pu77XWkz4r3CuBYBowhXTOwtrPDmt-_jb8SULQ,Sheiden5,felisa,0001,CHALLENGER,1135,108,55,0.663,132,6555,,,,Jungle,"['203', '64', '104', '141', '24']",1,0.0,4
NA1,46,-21,W6Mt9CLriyCRvKRFDGNgVy24w53gpbMuQKveK0QsD92Eu2Kvvv4xaiNdXz53RpAxmiB-8m9vU5ptPQ,smurphd,smurphd,ff15,CHALLENGER,1044,165,121,0.577,341,6502,,,,Jungle,"['234', '203', '86', '106', '63']",1,0.0,-1
NA1,16,-1,zxnzNs1nrozuQ_QXNm0VKIs0ygEi1HV4TdfwyIyOW7593SI50EPtEEyaOmqftMkjJdAtXYe533NR-Q,MySwordCrimson,Crimson,gyatt,CHALLENGER,1223,162,114,0.587,899,5769,,,,Top,"['24', '266', '114', '2', '92']",1,0.0,-2
NA1,38,19,hQotNGecZm3fhM0Hh_MwNzxZ_7nKv84PjwzpWAVztVpbYmrJZ0JIASQ8YJuWyXNkuVujevZRHsQreg,ARMAO,ARMAO,NA1,CHALLENGER,1073,198,159,0.555,287,29,pro,Armao,IMT,Jungle,"['203', '254', '5', '163', '64']",1,0.0,3
NA1,76,-1,TdwwhVUpDa4V2EiCaqCCYz2QRNJz87y2r9cDI8k0T3s3VpNHupDV77qYvPIvuGGf5kfnQfd6YReXXA,Wocaoo,Wocaoo,NA1,CHALLENGER,937,126,91,0.581,788,3891,,,,Jungle,"['203', '64', '163', '24', '4']",1,0.0,-1
NA1,32,-1,O0a3dLfGsgKEw1Z4VfzYBms8BY4wCD2RNovOheQHyLEgNlec_1fQuCQL6XHgaBcjOlaUqTFY0ntAiA,Dhokla,Dhokla,NA1,CHALLENGER,1097,240,201,0.544,680,5077,pro,Dhokla,NRG,Top,"['126', '266', '4', '77', '24']",1,0.0,-4
NA1,67,-2,Hf-LIMMrNBM0xCug-FUtcOweHg8QEeaik6PeR119nzSDSl0eKhr7SEC9y_-Vufr-EunBxYunMh9sEA,Tactical0,Tactical0,NA1,CHALLENGER,981,120,83,0.591,311,5489,pro,Tactical,IMT,Bot,"['221', '110', '901', '235', '145']",1,0.0,4
NA1,66,-2,mUDLA-7-id6_yBj5pShS5sHfG7h51HD_XkwSLA10cbDve1LC-tQvoniqEWUcmZ6aPekvbkrLbsu2DA,lunacia,lunacia,曹雨寒,CHALLENGER,981,196,164,0.544,979,5178,,,,Top,"['103', '266', '106']",1,0.0,-2
NA1,83,0,6gh3slg_iH6donhLf9Hx7YLN568G9TwrBJnq7itiayBtaUN1xnLgAb3-lf_jlgi3_Woitaeb6od6RQ,Matrixmdmd,Matrixmdmd,NA1,CHALLENGER,922,112,57,0.663,63,4666,,,,Middle,"['136', '79', '7', '18', '43']",1,0.0,2
NA1,84,2,5-C1Qb58uvNdicC03gfg6_ToX9qJU4ro3qPzM2u0UeaaJgbbO5BEv265yL-xWgLF7KIe5ykrILGGrA,SLU DARKWINGS,DARKWINGS,NA3,CHALLENGER,918,137,93,0.596,574,3353,,,,Middle,"['126', '18', '910', '266', '163']",1,0.0,1
NA1,41,1,QJY8Tw-i7o6C6JBTpBXNrw1zjUcfsgyu7JofV3gHI7NVCdncPPYUHi6TyIGYVVJOx9tl0rmzaBfSlw,jgkong,jgkong,NA1,CHALLENGER,1052,131,75,0.636,124,4022,,,,Supporter,"['526', '412', '201', '555', '164']",1,0.0,-1
NA1,2,0,jIaMGKSnaA58U79IOaItzm1RQMra0omYG4pbD3o_KIiDNKMSUe1i_g-hIqrmo0JWSxwkv9Abttvsjw,yukinoooooo,buenos dias,cat,CHALLENGER,1578,311,243,0.561,663,4781,,,,Jungle,"['163', '234', '64', '421', '63']",1,0.0,-2
NA1,44,1,bwgYcBDL-98pOr5M4NBK0HN0Tw32hYiRGw6EiBe4snjwZ-YmwLhjVR6nH70fWfSEbChW4xPW_QRqvg,TE AMO KARLA,Mataz,123,CHALLENGER,1047,120,69,0.635,185,6284,,,,Jungle,"['234', '78', '421', '24', '76']",1,0.0,3
NA1,37,1,scaBRydP4mtJOPAgnvJ99paPOfWPg-jQTuWoKbeyid8pJqpcgEYmW1iIm1vKQVOfZzBFo_fEoDYMrg,Bejjj,Bejjj,NA1,CHALLENGER,1078,160,112,0.588,197,6498,,,,Top,"['114', '79', '24', '517', '126']",1,0.0,2
NA1,5,0,wRyB8AoNQ4u0pRpkZ6T7utAlkRbPkT_XwX-xNdA_YpqmjUITnt7L-yjgL8FdBZh3ovdA1UuAifAR_A,Kenvi,Kenvi,NA1,CHALLENGER,1402,178,119,0.599,305,6278,pro,Kenvi,UST,Jungle,"['24', '203', '76', '106', '68']",1,0.0,-1
NA1,51,-4,VE92KBg6SMEW0FBZ2ZUonPidXL8nwOJ3-p9ViLy5kvkideBrJRulS7tfYdmW-9oDeTvetbGsovp3iA,sup line,KDKD,9999,CHALLENGER,1032,219,182,0.546,449,6316,,,,Supporter,"['111', '412', '235', '432', '497']",1,0.0,7
NA1,28,2,9f-d9y3uqvZaXpV19byUOOJSbKCY2s-PCxm-5CVW6is86_A4_-Ci29HyGeKlJr1pn5hC7fuHrEew5w,TL Honda CoreJJ,TL Honda CoreJJ,1123,CHALLENGER,1115,171,127,0.574,487,3847,pro,CoreJJ,TL,Supporter,"['22', '25', '12', '267', '111']",1,0.0,1
NA1,1,0,q4qnGrikXcbG1slzUQ4od7GQOh8f1vs1csJqqU4UejpQOeRWwAxgXXQqfCh8m0S7Nrj0X49gC0ZEvw,laineebunnie,yuu13,sus,CHALLENGER,1658,146,63,0.699,79,5692,,,,Jungle,"['200', '29', '107', '117', '11']",1,0.0,3
NA1,70,0,YTVieRYPcmDJUIKauiDhrC4NSgwEJW4GlhWOOX6zUoRYc4_nW2GWxULqlOzR12CASz0CRouXEL5mmw,SlayerSupremelol,SIayer Supreme,2003,CHALLENGER,969,128,86,0.598,204,6333,,,,Jungle,"['233', '25', '102', '53', '114']",1,0.0,2
NA1,22,2,2xEZSIRw9RMbMS0GUehfnWlLqyssp0co9df4A2uVOMn9JnfyZ5-e9kj9IQ1aEpDLWgqIsk2cYGrtFw,array4,array,1128,CHALLENGER,1143,167,124,0.574,314,6307,,,,Bot,"['901', '222', '110', '235', '15']",1,0.0,-1
NA1,96,53,ecemDmq3fTnD1oM0zM1QYw0WYwEz-Ps4WLyG5H3jXO9aJ5Z5l13uxAqGIZUKFfUU_4v-dHatZKpoKg,HU Kidbeatz,kidbeatz,BBW,CHALLENGER,889,94,53,0.639,453,6060,,,,Jungle,"['106', '77', '84', '3', '427']",1,0.0,3
NA1,4,0,h84Q_iIqZm11t9RRWsvZHF7ptArPryvynOEmo4fjDBZfq0E6tRu0d2P5AYeRJmlGqnqxxezcDQYFfQ,Mrs Daughtrey,MYSTIC77,MYSTC,CHALLENGER,1457,177,115,0.606,379,6370,,,,Bot,"['81', '145', '61']",1,0.0,6
NA1,6,0,5TYZxWGyO6x-6OXTm1zJpzTZ1oJ0mWejhf0we0yEsLP0h6072T2n7FbBA0W2tk2QLGVwRzW1WCxYAQ,zz1,zz1,NA1,CHALLENGER,1358,215,145,0.597,135,4249,Streamer,xDavemon,,Middle,"['555', '246', '166', '517', '245']",1,0.0,-3
NA1,94,-1,yldI9iVBDT3TehVIEYrpDNWUluOfb-EqN5oiFzlwImfDCuDWesLSh4LYfzeXMcR0tbQRRmAlgKvZbQ,ttv Tempest,ttv Tempest,NA1,CHALLENGER,890,95,61,0.609,86,1427,Streamer,Tempest,,Middle,"['777', '43', '16', '115', '234']",1,0.0,3
NA1,75,16,3sEXypwAwdY3okRp65S7LKfXqaUR5i8cs9JfijhLZPpPgLJ5TthmzkOSOwP50-ZRAoNQzhgOu3uFuw,Shrimp Shark1,Nobody,AK4,CHALLENGER,938,225,177,0.56,185,7,,,,Middle,"['18', '103', '7', '163', '43']",1,0.0,2
NA1,86,-17,CxAYWs5PqXaAfZTLaa3hX1sbo-hPKJcOsxZFVAtGOgrbc5pYs4R--FaVXs1kJBGWFsQm9f-Iiyy00A,blxscx,blxscx,NA1,CHALLENGER,916,147,98,0.6,72,28,,,,Bot,"['523', '145', '221', '498', '53']",1,0.0,-2
NA1,54,-2,ckEBpfUDhSFymoXEYEaPShBlbqkorbKbIhcsEdutyCN9rlyRb7FaPuodhhMj1HscwhHE8dddfQmK2Q,KagaSumire3,이재원,KR3,CHALLENGER,1027,107,62,0.633,47,29,,,,Top,"['126', '4', '266', '887', '79']",1,0.0,2
NA1,21,2,F8n4I0fISdxEUY8eifPQI4BlxplDJEpOx_pCgIZFiQtLEjgcQnyzMTwqZWKiXXplYzZrTcuUERPkrw,FLY Yuuji,Yuuji,247,CHALLENGER,1148,224,169,0.57,333,3554,pro,Yuuji,MU,Jungle,"['64', '163', '104', '76', '121']",1,0.0,-3
NA1,88,15,HdPvrqdhDpIIHuBBrqhEva3kxDOTu0Vnpo2ILgJZNyfVVRa9nmKSiFj1j9Wq1OwO9DgkYgZt7fiS7A,fromchina1,fromchina1,NA1,CHALLENGER,905,176,128,0.579,84,6498,,,,Supporter,"['111', '526', '497', '432', '117']",1,0.0,-2
NA1,100,-5,E3-xmTftIXk4QTeRgAnJ59ttMqupI39B94cYd4W2Wu2Rfwushu67Rh5H-WD2njNBxN2QprrxlqhA4w,hamz,hamz,NA1,CHALLENGER,883,110,76,0.591,121,6,,,,Bot,"['45', '222', '26', '901', '895']",1,0.0,-1
NA1,23,-6,UgIQ3Xqmock3ZUlV9UOmtXaB4lPGRabvf-_GkMtKr14cbnBAkJ5In787goraf1mH0z4wNkzMcB5uGg,Su Muqiu,ONLY FORWARD,TL7,CHALLENGER,1139,181,127,0.588,113,3890,,,,Bot,"['236', '221', '15', '235', '51']",1,0.0,-2
NA1,93,-34,Rx041-LetlAQkGvLZ95ZaKWUcOh4JzgdDlvWjkqetUVJnUDe9sRkcji_-TxMtBn9EDfdKpBK4IC7iA,16th place,soloq villain,soloq,CHALLENGER,898,242,205,0.541,296,1159,pro,APA,TL,Middle,"['103', '18', '240', '163', '43']",1,0.0,-2
NA1,20,0,5srfFWyUtfyzlal9vzLWaXDFKGkiH01GCC5to7Ri7J65C-l_RH3MnblaNN-1tGAoj-HGPJ5oxRKQNw,randomlydie,randomlydie,NA1,CHALLENGER,1153,158,103,0.605,62,5488,,,,Middle,"['910', '67', '106', '64', '24']",1,0.0,4
NA1,7,14,DMYoXOesaRSASd8b_RyTEl3tRuRYi227Lgg-TYausXyvJR2m19yesjDMdvHmckce230dpirkKCCZqw,yuxinbaby,divine maple,goat,CHALLENGER,1330,88,27,0.765,89,3494,,,,Top,"['114', '887', '777', '121', '234']",1,0.0,4
NA1,80,0,qIjC9KHUPRGr2zen-WqYSIUUCE_paolRdOVIyTzXuWS5-hjW-xg_YLJejxXHidMvkp5_XTj5hHLcfQ,Guaormdan,refugo,4526,CHALLENGER,929,191,150,0.56,72,6505,,,,Bot,"['145', '235', '901', '887', '15']",1,0.0,2
NA1,82,0,4xY78rMQ8rppUBJ2blpL0io5G462vzLGe3JUsg3FGBf2Ktq12V0BOSAg9F0lrWyjR0YCMhKu6zylhw,4zVXskKt4jIMDfIr,Castle,jo13,CHALLENGER,924,132,77,0.632,50,29,,,,Top,"['126', '64', '58', '164', '266']",1,0.0,-1
NA1,42,1,p08ad-06hp7bJwaWlmQcBTDUTydeFPbqslBVgQwVg0d3cbWcTdxqWIVyxxlmTTBSsaNW66Qp2IYnCQ,Shogolol,Shogo,3437,CHALLENGER,1052,170,129,0.569,543,660,,,,Bot,"['96', '523', '119', '110', '235']",1,0.0,-1
NA1,47,-10,WxtDRIgaF6E3n4qht4tuwR2LTKqq2vMsrea7VxnghZpEXqZWT0fIsAmpVhfAd0fMWFWzkGwCft-AHQ,returner,TWO WOLVES,INME,CHALLENGER,1042,185,142,0.566,139,3150,,,,Top,"['126', '79', '266', '24', '777']",1,0.0,-2
NA1,92,-19,XXRhFgquuJGYVb6tCAsrOyqzMDAjfMJ2rmPOE6aKFJJLbrMO5SIGH-ANZ0ND8GFipvBTrixlLACeng,Vamks,Vamks,2005,CHALLENGER,899,228,193,0.542,360,3864,,,,Middle,"['114', '126', '910', '18', '7']",1,0.0,-1
NA1,63,-23,4KMslU9aSpsmImUFTFyL-__v-qHcWDJnPptfWgnp4zb8-DgTdcu5IgoCGUphVpOGXh5aFxJ6cMd00A,,llaLac,LLA,CHALLENGER,994,309,251,0.552,74,23,,,,Bot,"['221', '96', '429', '157', '145']",1,0.0,1
NA1,77,1,oprJfu2-YeLMJmScbIP3sYGfqlIsYWyWn-fxIy2eu8wh5sC6VfLq5odm1HQOWD5sQV5JrexHanvN8Q,X2eXUvy7x729i493,giga disgusting,123,CHALLENGER,933,160,106,0.602,54,29,,,,Bot,[],1,0.0,-4
NA1,65,11,zgaDl7JSm6YHGuC929AcdnRpqozfWsvUFOWpFcIGtQuzQstQE5tYwSM0b9pmfEuCRGFl5E9-dxR73Q,ImNxi,ImNxi,NA1,CHALLENGER,986,175,128,0.578,189,29,pro,Nxi,,Jungle,"['64', '200', '203', '163', '76']",1,0.0,2
NA1,53,19,QG-9BEKnmEWCYr_T9IotNRl173uq8eveY-hszcdMOYRYD8kP_sVOu62Z0YlECn_0sP9xFPSxEFwaSA,Xe9GKFW9KbJyNKxR,Andrew Barton,FLYGM,CHALLENGER,1030,150,91,0.622,53,29,,,,Supporter,"['164', '110', '24', '111', '497']",1,0.0,2
NA1,15,-2,C_puYNrwyMuaGhqC-EWnXKJfAFYnZxfBNsY7q_oGaZ22n4nPFIv1MhXH9yfQHxx2MG7MOg3a62BI1w,jqu6rTseuBYIuGxu,TL UmTi,0602,CHALLENGER,1248,192,124,0.608,61,29,pro,UmTi,TL,Jungle,"['526', '62', '106', '64', '110']",1,0.0,-2
NA1,87,1,tXl75fc1BnruJAo-AeoWDf2Ma_VOfsZ8vRU9ZJALabNGixZLlzmTTGTZ9w-wnmN11atVsnS44BiGCA,notscaredtolose,notscaredtolose,NA1,CHALLENGER,912,69,27,0.719,84,6097,,,,Top,"['92', '67', '84', '126', '429']",1,0.0,7
NA1,78,23,6_gG_15yYZR-aJrpVK8TB4L_xVQfKnBjIRIWucWS_-pCsreBZ2UAyGyC9Q8-9NwsUtE-xVlk5Y7pAw,Hannah Targaryen,Icy,0499,CHALLENGER,932,200,154,0.565,171,5917,,,,Middle,"['136', '18', '61', '43', '901']",1,0.0,5
NA1,97,14,qPXqT6M-wt2ZiJaXUjy3OBPBv4YkuB6WC_E8pOtqlitIYeVIPQgs-cAgJCPuDNtNqC4u9v-wht2NyA,CHAO JI XIAO LU,超级大马,张初恋,CHALLENGER,889,145,96,0.602,103,6503,,,,Middle,"['136', '103', '64', '221', '266']",1,0.0,-1
NA1,57,1,CW3IJ7h2BbskoVwuShFWsEZ9FHS-kAXnc2q5ba2TdWzh4YB9zy2wUOMnJgxpAcKRIRM3RwM4ZTyAcw,DJ Halal,Abyss watcher,141,CHALLENGER,1015,120,78,0.606,98,6004,,,,Middle,"['910', '266', '777', '126', '518']",1,0.0,-1
NA1,58,2,_x3lybYTnPuq0HM4kX_76n6iU7R5EQ-qHXuTtG2kTn1UjhPG2gDnb0M7v2h_IF5WnS2F9V709gdpWw,Remove jg pets,Madara,NA3,CHALLENGER,1005,85,37,0.697,45,7,,,,Jungle,"['203', '163', '234', '64', '141']",1,0.0,3
NA1,59,2,85QPzXAYUMpPPvK4XnHoT9__jDmCKjCt8ufqK6ZeU8rwArh00AJoNNRNq06kOMpIZ3i9X9sHp_0k6A,,llaReble,LLA,CHALLENGER,1005,180,132,0.577,61,23,,,,Supporter,"['22', '111', '235', '432', '910']",1,0.0,-1
NA1,18,0,EBkXx-g1bRjoCooYrCA6NYZAtNYP5paHQPnIHhHy-6VHjhtNypSVrAoMxIAO7b33kR-2BSKSBVWCtw,OaHbmLpng3E27TGS,RRRRRRR,9301,CHALLENGER,1208,290,221,0.568,72,6498,,,,Middle,"['84', '42', '126', '43', '24']",1,0.0,1
NA1,40,1,K5hQ0FIOF-l4nKnHTvHByAH5B-DU9DaZLXOi8ctQBpGTXNhN8L6grjYMfvZWwjctDrm6gGo5WYiwQA,C9 Berserker,C9 Berserker,NA1,CHALLENGER,1056,161,112,0.59,160,29,pro,Berserker,C9,Bot,"['901', '221', '429', '126', '203']",1,0.0,-1
NA1,13,-1,3BRuRkSmBz6rl2Dd_NDlNJNMae1nUxNel_GEOWDtGj1fUQQtsoqSvxmcSNNMzkS7XPgrNfqzvXBVIg,weieryuxin,YuXin,god,CHALLENGER,1274,109,65,0.626,102,3591,,,,Top,"['114', '67', '266', '254', '24']",1,0.0,-2
NA1,45,1,INt6Bqggs1Skpsnf2pRo6xAUtjvkI9FRFQly_NTeQoaQzpfFUcafAvw-ml8hI7g1L5s66BRSpO3Udg,,llaHidan,LLA,CHALLENGER,1046,171,111,0.606,56,29,,,,Top,"['266', '24', '62', '777', '126']",1,0.0,-1
NA1,36,19,D8vFyfLJjKFLE4a-qG1n5HoG0QyBbPHJtQeL0EJNFWBjx9zQ4DcyGw2UTpF_LfdVGF6_zLk9bMt0zw,I will trade,I will trade,NA1,CHALLENGER,1079,160,115,0.582,441,1633,pro,Bwipo,FLY,Top,"['126', '266', '58', '62', '122']",1,0.0,-3
NA1,17,-1,mDkcpe34kW7C_pYRqfjYw5f8Lhkk48CQby5B1RBsJXWdExSia66dXt05HLFX9iXByFwXuKZqL-7_EQ,5kid,5kid,NA1,CHALLENGER,1211,170,116,0.594,142,5408,pro,5kid,6K,Bot,"['901', '221', '145', '51', '523']",1,0.0,-1
NA1,91,5,PalEB_iRdw8IpbCBGX-yRBFmLf8KEGOUNt_FFf5SBAmeRuhbFyW3rbKOfy6bso9dLPYyzBDfMDIDIQ,6frB3PbvVOlt9MLG,galbiking,000,CHALLENGER,902,170,111,0.605,56,29,,,,Supporter,"['111', '432', '164', '910', '497']",1,0.0,-1
NA1,99,15,gnfdihtqTSotPEdM8aG53c9XeuVcEfEGN6HZWAiE1R5HIQ4JHyB1tH1vLj3RZeWnjPtA6a2G6zh8LQ,Qapusaexa,bae,QC00,CHALLENGER,884,145,101,0.589,76,907,,,,Jungle,"['64', '121', '81', '163', '76']",1,0.0,11
NA1,90,2,OlnB-k3JT967FoqWeC68HGX2LbMqm-CKLLURaYwYLlKxzuTqBD0jFTv3Dpp1rZGmDoJvxbt4jfu_qA,mysmysmysmys,deicide,zzz,CHALLENGER,902,129,98,0.568,202,3840,,,,Top,"['76', '234', '126']",1,0.0,3
NA1,3,0,M6AZq2J81LwemU7Pq9-tltY81ztReR_PF16WmC_O727TgSszzf37DRoXlNTFoibEBp4yTZNSaK5R6g,niUAzIbNaRHoggRw,FLY Quad,123,CHALLENGER,1508,167,87,0.657,53,29,pro,Quad,FLYC,Middle,"['103', '69', '78', '61', '18']",1,0.0,-3
NA1,52,-1,IGour2huCl_kwQrOhmssvHnRugHrdBT4AGMHY5l5c4b6Bs1_xc0evsi-svXfvNup8BQ2FXX6tBlsig,4 Stars,Vx hyrbiubiubiu,stars,CHALLENGER,1031,128,84,0.604,953,6508,,,,Top,"['68', '104', '107', '141', '516']",1,0.0,-1
NA1,95,-18,Y-5zRijERVa_WEitiwvJwvug7412A5PSvYIHwRABHO-ZILcMqWzgkGOAeFPxfQAenyrsiVwHvPbYtQ,Cendi,Cendi,NA1,CHALLENGER,890,160,130,0.552,656,3790,,,,Bot,"['22', '910', '236', '110', '126']",1,0.0,2
NA1,89,1,iPGdx6_ixzz2jE15biAcO9vMpzJNw5Qs-OlyYgBrJ1RhCL6KegRNombnTRIW0MOcZrUVVyIkYYO0nQ,Airflash,Airflash,NA1,CHALLENGER,904,123,84,0.594,649,6231,,,,Top,"['62', '58']",1,0.0,-1
NA1,50,6,7GwZTOmYe2l8EPOjT78f-edpB7lzVgrwcqHL4z9luXSts-6lrQcumCfIx9tXmTRgscew9WjoMgHIzQ,YouAllSuck,ttv Pentaless1,NA2,CHALLENGER,1036,181,133,0.576,431,5128,Streamer,Pentaless,,Jungle,"['20', '57']",1,0.0,1
NA1,11,-1,OnC85zHOabnaUrca_GgbDnbhuaJ7y-77QYaD1Tbi-FpCYwdRjTUPcyZJ4XN2yOvPiELi0mrVcjvCvg,Spica9,Spica,001,CHALLENGER,1291,201,159,0.558,341,4025,pro,Spica,FLY,Jungle,"['76', '64', '62', '203', '43']",1,0.0,1
NA1,71,0,VZsZkEWywaXimbfIJLENg-EK5ZVdXe248QoWYvcSXc50GKAekp-cL6NfBCLyW6wMTgaTHex1R1pxVA,Samikin,Samikin,uwu,CHALLENGER,958,123,87,0.586,733,6281,,,,Middle,"['142', '163', '145', '910', '99']",1,0.0,-2
NA1,27,2,kKMrpv5KEIgqWf-R5NF-8iUw2zjhJ2tB97U3ckkWFTpxEwGeEYHcGvK3UpUdj1IYJqxiiuoaJG506Q,ASTROBOY99,ASTROBOY99,NA1,CHALLENGER,1125,163,118,0.58,371,1337,pro,Spica,FLY,Jungle,"['64', '59', '163', '63', '79']",1,0.0,1
NA1,43,1,2JH0-XwM-R8k-UmscmevpOphg-1UTFwbz0nV_bN8ZiG2ElE2NcMsdb9u2yPgwmVz6Xh-ShQt4FwHDQ,YMGYMG,123212321,12321,CHALLENGER,1047,189,134,0.585,746,5760,,,,Jungle,"['76', '64', '3', '200', '60']",1,0.0,2
NA1,60,-24,3ZH5MSWXSoCLs8BX_xijT3lS0A8Dcow3PPdQcQv_llKenqBWbTF_XV9CH7WFCBxQWi_aUHoXuGWnRQ,I am Súnlight,I am Súnlight,NA1,CHALLENGER,1001,182,134,0.576,878,4025,Streamer,Sunlight,,Top,"['86', '233', '62', '412', '122']",1,0.0,-1
NA1,69,-1,cauBrtjk-OrGR5pOXbtgWr4OZW9H-Nv0ET7EnFyEldHxS_lT19ROwEUKW0J6B2bvXLZplLiYx-LoMQ,Solarbacca,Solarbacca,NA1,CHALLENGER,974,169,134,0.558,875,3582,Streamer,Solarbacca,,Top,"['41', '85', '53', '29']",1,0.0,1
NA1,68,-1,nkR1rt6x2w63Nj0MEuFi5wwsOgdt1J9WiQ4WjMf17GctwEmvoalNvfWeM8CXQWY4i5nKDWE0hH78aw,HandfooI,handfool,zzzz,CHALLENGER,975,327,294,0.527,526,5990,,,,Jungle,"['91', '62', '104', '234', '43']",1,0.0,-1
NA1,34,0,Ko92T8KCRey71ptEz6R9dyjh8ksFzFfFZ5G_z1Efl5SBs3wEb3T4Q4IQuYO-knfhdtYoEpOOf_JYqQ,quante9,quante,bean,CHALLENGER,1088,175,139,0.557,672,23,Streamer,Quante,,Top,['6'],1,0.0,-1
NA1,19,0,EnaIXQRhR_Jp96uyTxr4qXXG4kln6mRiiW-Q3LNNiZUPK97_QKq143q9sQ3f6Z6EV3m9G8MCSWl1Rg,no invade pls,Will,NA12,CHALLENGER,1175,293,233,0.557,762,750,,,,Jungle,"['104', '79', '59', '5', '64']",1,0.0,1
NA1,74,10,FqlnPCwTVsnkrCJv__q5PpREx32_-rL32eH5CJAnGnGF-uGDmQJtdvazynqR8IIIDOYS1327riLnlg,Berik,Berik,fish,CHALLENGER,940,112,74,0.602,705,3838,,,,Top,"['58', '68', '266', '6', '106']",1,0.0,6
NA1,85,2,KhQdX1vU5ZuZF7i2xdZfhvWsieovZvt5mTFkZT1L8Uepo2iGMx_IevwUq7XGjyFhUqYGw7OV8x91BA,tea enthusiast,eXyu,000,CHALLENGER,917,183,131,0.583,818,5490,,,,Jungle,"['64', '234', '5', '24', '254']",1,0.0,2
NA1,30,19,VEpr8KxjVJ2fHuBNvn8V3FBjRVbO-_yFgxbRzPXsA3Os6UzXWXbtXdvjgU9z6T1fXI80tw0hoSgaaA,wishlist7,links,5757,CHALLENGER,1109,149,92,0.618,456,11,,,,Bot,"['221', '143', '236', '523', '110']",1,0.0,4
NA1,79,0,pS1wQea0pqQrLFbz0Oe6HaGWPIHt6R2Bztyibe7B6UFmHfgfUAKnp3kWvVQSPPnP22ml_nwYcyLiQQ,TempestLoveYuely,TTV Tempest,tempy,CHALLENGER,929,138,96,0.59,523,1427,Streamer,Tempest,,Middle,"['777', '901', '157', '910', '96']",1,0.0,-1
